seg_id,time_to_failure
seg_666056,2.960885601
seg_6681ee,2.079495291
seg_66820a,3.535662808
seg_6696d0,2.954624371
seg_66b7c3,6.418699131
seg_66e45a,5.158562448
seg_66ed4d,2.832132702
seg_670bde,2.126671088
seg_67330f,4.921643411
seg_673c60,2.248935025
seg_67599b,6.353291484
seg_679dd2,7.490852019
seg_67aa76,4.675781575
seg_68102c,9.502679719
seg_683ddf,3.684290191
seg_686edc,6.392415519
seg_687a5c,2.183203368
seg_68a484,9.172255355
seg_68da94,4.042534062
seg_691a72,5.353539684
seg_692e7a,8.713299772
seg_6951e0,3.18330243
seg_695380,2.654320663
seg_696621,4.292906469
seg_6968c8,4.067253246
seg_69787a,6.425940439
seg_69a230,3.790353907
seg_69a53e,7.469701004
seg_69dbad,5.047667694
seg_6a05e7,3.69275541
seg_6a116b,5.348884064
seg_6a26de,2.090483059
seg_6a45a0,3.443738717
seg_6a4ad1,8.829399073
seg_6ab188,5.423734463
seg_6ac67a,3.482520549
seg_6ac82a,3.344919617
seg_6ae32d,2.958621691
seg_6b0107,5.450166078
seg_6b2ce0,6.37176599
seg_6b3a9d,3.497258415
seg_6b4e04,9.527620533
seg_6b536d,4.078129751
seg_6b9511,7.910984993
seg_6b9d02,4.432999956
seg_6be48e,2.865026741
seg_6c292b,4.824115391
seg_6c309f,3.541434057
seg_6c34c2,2.898297784
seg_6c8a45,4.319476855
seg_6c909f,2.202996303
seg_6cfb76,3.889804826
seg_6d01a3,7.669170598
seg_6d35cd,2.176541676
seg_6d36a1,9.779173654
seg_6d4109,7.570382706
seg_6d4fa6,4.299813435
seg_6d6fad,3.719009053
seg_6da1ff,5.365974363
seg_6dac5d,9.521621492
seg_6dd0fc,2.986523124
seg_6de4fd,8.279258351
seg_6de935,9.716701905
seg_6df48e,8.70964544
seg_6dfab7,2.999626517
seg_6e12ae,4.313021828
seg_6e12ee,2.986763474
seg_6e1ee7,8.622132822
seg_6e572a,3.260636507
seg_6e5a38,2.100092546
seg_6e7f73,9.32329412
seg_6e98aa,3.143707718
seg_6eb146,8.538232423
seg_6ed49a,8.424261083
seg_6edcb8,5.423734463
seg_6eedcc,7.542184259
seg_6f17de,2.165103427
seg_6f2222,3.34034774
seg_6f3d90,6.345085874
seg_6f60b2,2.509626155
seg_6f650f,9.596841199
seg_6f9a98,7.561689995
seg_6fb17f,4.827649614
seg_6fc3ef,8.368587566
seg_6fc8b3,7.448474052
seg_6fd5bb,8.763995826
seg_7012af,9.62434995
seg_7020c5,7.435988246
seg_702e03,2.861100473
seg_703cea,8.163048409
seg_705463,3.504561998
seg_708349,8.559822221
seg_70991d,3.356197032
seg_709b6a,8.710670249
seg_709d08,6.365735404
seg_70a60e,5.361863093
seg_70b375,6.418847135
seg_70be4d,9.721856972
seg_70e891,4.912198708
seg_70edf5,7.558158353
seg_70fb30,9.679265587
seg_7120ac,4.425596583
seg_71238c,9.615337128
seg_71348a,2.179361509
seg_715e2c,6.345085874
seg_715ff6,8.191046531
seg_7189ca,7.41498584
seg_718b53,2.223231537
seg_71936f,4.897558212
seg_71b4e0,3.774217677
seg_71b975,3.410495968
seg_71c9e9,2.25166808
seg_71f571,4.211653933
seg_7211f1,7.667201877
seg_724df9,2.084550906
seg_725772,7.585979106
seg_725e84,3.042418465
seg_727fc7,3.206269905
seg_72858d,2.880982208
seg_72859b,3.693150294
seg_72aba8,5.0550186
seg_72b68c,9.571518883
seg_72c307,7.699617671
seg_72ebda,5.004183166
seg_72f40a,7.538336259
seg_730ebe,2.979326101
seg_734a88,8.538232423
seg_73565e,3.512760042
seg_735cdd,4.167000561
seg_73858d,9.696201155
seg_738be6,3.077755
seg_739643,6.409621981
seg_739679,2.751737246
seg_739856,9.709642911
seg_739fb0,3.461503464
seg_73ab4a,2.153412576
seg_73b0f7,7.880304913
seg_740837,3.534210609
seg_741fc1,8.475334296
seg_74235f,5.288795042
seg_7428e7,6.38822887
seg_743775,7.508853844
seg_74537f,5.031538952
seg_746d1d,4.229264301
seg_7480f4,8.66800368
seg_74b264,2.912818037
seg_74b3bd,7.50823095
seg_74ce61,8.695609606
seg_74d58a,8.879094606
seg_74d8cc,5.346336938
seg_74dda9,7.613391086
seg_74f330,2.930448066
seg_74fcfc,9.085171969
seg_74ffde,5.365977131
seg_750244,7.521229322
seg_750c93,2.926423529
seg_750d20,4.802286876
seg_750e7e,7.639306899
seg_75211e,6.353291484
seg_753190,7.628621101
seg_753ba6,2.126850611
seg_7540f3,5.384112784
seg_75438e,5.323248658
seg_755d50,2.296888647
seg_75654d,2.872256296
seg_758374,2.634572394
seg_758ca4,3.529267803
seg_759fb1,4.383669109
seg_75a878,4.335462462
seg_75c34b,3.856325734
seg_75cd6a,2.199927563
seg_75dc3e,3.649500017
seg_75e669,2.094822271
seg_75e93c,3.171195041
seg_75eb90,6.50291012
seg_75ffc9,6.326859868
seg_760d70,3.195158393
seg_76106f,9.487872714
seg_762188,9.692309585
seg_762be4,4.654268908
seg_7630c5,9.729921051
seg_766e42,3.028066419
seg_76b76f,9.783778706
seg_76c2fa,4.257834062
seg_76d16c,7.617353296
seg_76e914,3.307929143
seg_76f1af,3.036727326
seg_76f3f2,7.514589328
seg_76f76d,5.347062919
seg_774ad2,3.647044029
seg_77bf79,2.727962826
seg_77c546,2.125414466
seg_77db7b,9.638813087
seg_77dbe7,4.260057441
seg_77df38,7.842960003
seg_77e7bf,2.962037104
seg_77ea14,2.190521237
seg_77f9e3,2.112230901
seg_77fe77,5.400009564
seg_7848f8,2.084550906
seg_7862ed,4.058186693
seg_786ff6,6.38822887
seg_78852d,4.852161008
seg_78addc,7.501276034
seg_78d817,5.089734073
seg_78db0a,8.474180763
seg_78ded2,2.096347362
seg_78fc4b,7.674012337
seg_790108,6.381486225
seg_7949da,2.074941419
seg_79c47a,3.244308849
seg_79dc90,8.157770516
seg_79e301,3.006364274
seg_7a09ec,6.38822887
seg_7a521c,3.024919713
seg_7a5243,4.560373097
seg_7a9228,3.073176849
seg_7a9f2b,2.084550906
seg_7aeca4,6.435639009
seg_7b0936,9.621405758
seg_7b2994,3.090464418
seg_7b3017,9.715674212
seg_7b5f90,7.499038888
seg_7bb771,4.122080998
seg_7bec10,9.644435394
seg_7bf143,3.024979224
seg_7c0376,2.074941419
seg_7c10c1,3.111320858
seg_7c2beb,7.54498259
seg_7c2c48,2.135729802
seg_7c6c31,7.753557825
seg_7c88d1,2.164750325
seg_7c9433,4.821662593
seg_7cb417,4.350014046
seg_7cbb45,4.301592795
seg_7cd6b1,4.554514907
seg_7cdfe5,2.107880334
seg_7ce9cb,4.981664256
seg_7cef95,7.466099661
seg_7d17eb,8.541111395
seg_7d2535,2.951125271
seg_7d2e57,7.406375297
seg_7d65c7,8.811476837
seg_7d718e,9.584654364
seg_7d88e3,9.595455036
seg_7d994f,2.199958079
seg_7ddc30,9.53044306
seg_7df3dd,7.669314104
seg_7e3b3e,2.957799022
seg_7e9eb7,9.692805249
seg_7eb108,9.692309585
seg_7ebdc3,3.416280705
seg_7ed2dd,3.022734861
seg_7ef97b,2.179361509
seg_7efdd5,6.418699131
seg_7f3ab0,5.106886196
seg_7f5b6f,9.707322449
seg_7f786b,4.736289707
seg_7f93b2,3.604155924
seg_7f9b3a,5.360981326
seg_7fa6ec,2.168373741
seg_7fac26,9.59699047
seg_7fd3a3,3.514150602
seg_7fd6b7,9.615280376
seg_80211c,8.603885437
seg_804fb5,7.548927506
seg_80622d,7.552568122
seg_807901,2.880982208
seg_80b9b4,7.60701959
seg_80fb86,4.502080968
seg_812962,3.707846818
seg_812a50,4.593070887
seg_813aab,3.859060625
seg_814b1f,2.15371828
seg_816b7a,2.122310376
seg_818382,5.087102467
seg_81a8ea,9.638804628
seg_81bebd,8.561652755
seg_81c1a6,8.635556798
seg_81c432,3.149550622
seg_81f798,2.229935263
seg_8200d2,2.176080239
seg_82303e,4.037845517
seg_82316b,4.398639676
seg_8244bf,4.36716334
seg_82456a,2.085834464
seg_826208,4.64724854
seg_827804,3.364200568
seg_827a21,2.606426556
seg_827c07,2.965811008
seg_82c138,5.407112989
seg_82ce27,3.441628599
seg_82d7b6,3.033903586
seg_830cff,4.890623978
seg_8310ea,7.941273345
seg_8324a4,7.568940701
seg_8328f5,4.073445893
seg_832a4d,3.831168164
seg_8344ee,2.94619522
seg_8353f5,9.422912925
seg_836aac,3.938259281
seg_836ef0,2.110960177
seg_83bef8,4.118351948
seg_83cb2c,3.030904192
seg_83dc2e,9.71529088
seg_83ef67,9.049116633
seg_83f476,5.272610822
seg_83f89e,7.584925588
seg_83f928,9.31017398
seg_8456d3,4.135778687
seg_845a2a,9.715028401
seg_8472f3,9.761939217
seg_848695,2.192008536
seg_84a65d,9.36118034
seg_84b9d9,3.946483231
seg_84c7fb,5.022452698
seg_84fc12,9.64641688
seg_8509db,5.309843768
seg_850d95,4.300645322
seg_8515fd,4.20590843
seg_853302,7.742128344
seg_854d91,8.790050617
seg_857304,4.080862984
seg_85762d,5.388890646
seg_8599ec,3.02626181
seg_85c1c0,2.108255176
seg_85e90e,7.906251221
seg_85e9c6,8.220298218
seg_85fb0a,2.172080656
seg_864fcf,2.194115575
seg_8658b3,7.584063139
seg_86720f,6.418927628
seg_8681aa,7.677960497
seg_86892f,2.948264243
seg_868c85,6.374684594
seg_86cfe9,8.614636636
seg_86d847,9.6647049
seg_86e874,2.158764254
seg_87232d,5.046515765
seg_876904,7.454061116
seg_8773cf,2.910800985
seg_8777bd,9.624261225
seg_8785e2,6.38822887
seg_878d2c,9.678076796
seg_87a616,2.970713654
seg_87a67a,4.79754235
seg_87e4e8,2.656924633
seg_87f6c8,7.478600194
seg_8826f4,2.096512849
seg_885f53,7.558270718
seg_8866f0,2.168419126
seg_88a81d,3.558608213
seg_88b289,9.604628542
seg_890181,7.537349039
seg_89791c,3.335161386
seg_89885a,4.470551932
seg_899bf0,4.953034998
seg_89b090,2.084143886
seg_89d8a0,2.269105374
seg_89e207,4.38067667
seg_89eed6,2.237891478
seg_89f975,2.890656428
seg_8a3306,3.113008133
seg_8a41bf,2.340693312
seg_8a6b0e,3.152727218
seg_8a7201,2.770516104
seg_8a8220,7.667556439
seg_8a8375,7.568589757
seg_8ab3a7,2.189849802
seg_8ae847,6.345085874
seg_8aeb99,9.118631042
seg_8b39c4,7.702591677
seg_8b798b,9.607902908
seg_8baeab,3.304383496
seg_8bc20c,2.084550906
seg_8bde47,9.494944707
seg_8be2da,6.38822887
seg_8be76c,2.089199501
seg_8bec6f,6.357752822
seg_8bf229,7.670398106
seg_8c0114,3.469627842
seg_8c1760,8.710397146
seg_8c1cca,3.594966436
seg_8c1e7d,2.131463425
seg_8c341c,8.098561836
seg_8c6d4e,3.225280897
seg_8c6e34,3.181941131
seg_8cd159,3.6852121
seg_8cdf83,3.716566183
seg_8ce632,3.488366893
seg_8cf573,4.091698679
seg_8d030a,4.081475436
seg_8d135f,8.103832292
seg_8d3a9d,6.418847135
seg_8d4435,4.545521639
seg_8d4965,5.318096727
seg_8d5113,5.058709569
seg_8d6578,3.32184888
seg_8d6a7d,2.965584563
seg_8da61a,7.472308899
seg_8db6f0,7.572131921
seg_8dcf3c,9.401108881
seg_8dd2ab,2.700746451
seg_8dd3ba,3.488910591
seg_8dfc7e,2.696368747
seg_8dfd7a,2.101117665
seg_8e5704,7.715918368
seg_8e6a3f,7.679420048
seg_8e7194,5.290945923
seg_8e7fca,4.410786006
seg_8ebdea,9.634211065
seg_8f1127,2.179361509
seg_8f25b0,9.588218812
seg_8f3247,7.493392149
seg_8f3dfe,4.987819041
seg_8f4654,6.326859868
seg_8f4781,3.47822407
seg_8f5589,6.418699131
seg_8f592b,9.79091853
seg_8f6284,3.041675417
seg_8fb0d0,7.552369128
seg_8fb29e,8.74848175
seg_8fb828,8.881146649
seg_8fc754,8.35511488
seg_8fd465,2.117167549
seg_902074,8.344033022
seg_902bc1,7.59158385
seg_903aba,8.59854775
seg_907c52,6.325559496
seg_90a0be,2.184851842
seg_90b174,2.165103427
seg_90bf60,8.61011372
seg_90c258,9.713238631
seg_90e904,2.136760798
seg_90ec68,9.731739631
seg_90ef18,9.62434995
seg_911066,3.368416493
seg_9122aa,2.965925839
seg_913ffc,4.335055814
seg_914a62,3.546880857
seg_91596c,8.529627284
seg_915b3e,2.787093927
seg_91607c,3.56586802
seg_919a6a,2.154825695
seg_919c5c,3.188363361
seg_91bf8c,2.173022336
seg_91cff2,2.144442946
seg_91eaeb,5.067262871
seg_91f512,3.400566783
seg_91f664,3.348775715
seg_91fc29,3.555983009
seg_920132,8.619027947
seg_92092a,4.999691493
seg_922914,4.599966166
seg_922990,4.132952904
seg_92310f,4.345304146
seg_929ded,5.034030415
seg_92a5f1,7.624237697
seg_92af10,7.779640667
seg_92b095,2.152485809
seg_92bd37,5.260016914
seg_92be9f,6.355054609
seg_931244,9.591813814
seg_93211c,6.478777754
seg_932828,8.614921954
seg_934087,2.814516854
seg_939f5c,7.54765521
seg_93d864,5.325112616
seg_93f935,2.886111299
seg_941759,7.441700369
seg_943de0,9.679374797
seg_944c98,2.115655102
seg_945bc8,3.411415621
seg_946d71,9.564963714
seg_946d9a,4.653586873
seg_947700,3.648006315
seg_9485c0,3.434898958
seg_94a133,3.516244797
seg_94aa0a,5.382413881
seg_94c48c,7.581228971
seg_94d150,2.610798713
seg_94d573,7.631110333
seg_94ecad,9.263734533
seg_950048,6.345085874
seg_952faa,2.356180594
seg_95357d,3.838199087
seg_95644e,6.37151749
seg_957ece,2.089199501
seg_95b321,2.266033183
seg_95f45e,8.617055291
seg_961d02,2.896061095
seg_961ddf,2.32667835
seg_9626a4,2.093753373
seg_96642e,3.541214914
seg_966f3d,2.173743813
seg_967ae4,7.563634303
seg_96cd5d,3.033965886
seg_96dab2,8.799739208
seg_96db5e,4.416954267
seg_96fa35,3.393366653
seg_970b35,3.51196473
seg_970e86,9.565917408
seg_974049,4.063375757
seg_9757ac,8.752891037
seg_979a8f,2.184047614
seg_97a161,5.391151889
seg_97ad82,8.542408385
seg_97d9ed,8.47129778
seg_97e4a9,8.424760518
seg_9802c3,4.454828946
seg_9825e0,6.381486225
seg_983778,8.572072434
seg_986976,5.37176569
seg_986b6e,9.653523972
seg_9872f9,5.098549354
seg_988e69,2.089104778
seg_98a819,5.388886983
seg_98be13,7.555703554
seg_98c0b6,2.860461465
seg_98c44d,3.441368736
seg_98c544,3.391372591
seg_98ebaa,8.748150432
seg_98f624,8.250985212
seg_9940e8,9.693997038
seg_996c37,9.698112287
seg_99ccbd,2.095489336
seg_99f677,4.71311641
seg_99f76c,4.765707245
seg_9a1a4f,4.338477815
seg_9a1c76,3.334659843
seg_9a43ef,8.529567444
seg_9a6025,6.355054609
seg_9a74d8,5.386840862
seg_9a7c46,4.370261659
seg_9a7d1d,2.179361509
seg_9a812d,4.319901047
seg_9a81a3,6.425940439
seg_9a8a1f,2.754213561
seg_9a9041,6.380852231
seg_9a92db,4.259599637
seg_9aa6e2,2.813530931
seg_9ab405,2.099712399
seg_9ad261,4.379554508
seg_9ad925,8.272557508
seg_9ae1a1,9.692309585
seg_9b0439,6.37176599
seg_9b44d2,9.660954833
seg_9b7ef8,9.697769911
seg_9b7f93,3.639186908
seg_9bab11,9.614241346
seg_9bd388,6.346163344
seg_9bee43,2.718658546
seg_9c00d7,9.654657626
seg_9c090f,2.63160615
seg_9c2843,2.089199501
seg_9c3d6a,9.558347572
seg_9c3ef8,7.553339902
seg_9c635d,8.601207825
seg_9c6715,2.283939125
seg_9c8162,7.573018657
seg_9c8bc8,4.349882547
seg_9ca72e,2.927001747
seg_9caf50,8.461367618
seg_9cb464,3.933019714
seg_9d1b26,4.594049651
seg_9d1dbe,8.750484373
seg_9d2528,5.326634373
seg_9d3013,7.546751183
seg_9d452d,3.749466102
seg_9d57a1,8.071758385
seg_9d68cf,2.900665747
seg_9d6ff0,3.427632163
seg_9d7490,5.051792221
seg_9d79d4,3.510047054
seg_9dcae1,5.385639676
seg_9ddc99,6.37176599
seg_9dea8d,6.418395227
seg_9df32d,3.319029082
seg_9e25e9,3.043868665
seg_9e3837,2.235003951
seg_9e61da,2.708236508
seg_9e7dff,3.617645407
seg_9e8323,2.199155418
seg_9e8ca4,8.808879258
seg_9e962b,6.380852231
seg_9ee0aa,8.707887045
seg_9f042e,6.458163729
seg_9f12c6,4.701987144
seg_9f22a0,7.562863821
seg_9f4fd4,8.773510277
seg_9f57c4,7.682354528
seg_9f6315,4.472280386
seg_9f7542,8.645881768
seg_9fc7c2,2.245505908
seg_9fd9b8,6.38822887
seg_9fe8b9,5.35705868
seg_a00985,3.830214418
seg_a009e6,6.390820966
seg_a03e6a,2.940576522
seg_a05c22,2.779206632
seg_a06228,5.362958411
seg_a0646a,2.173022336
seg_a0979e,7.674783781
seg_a0a423,2.217557823
seg_a11dd5,3.171946415
seg_a12acb,3.035138905
seg_a133bc,4.104261899
seg_a14212,4.389965438
seg_a16a1b,3.758825206
seg_a173d8,3.633191625
seg_a18246,7.688168761
seg_a1a511,2.173022336
seg_a1acb2,5.154735381
seg_a1b3cc,3.539354254
seg_a1d8da,6.381486225
seg_a1e5b0,7.624605751
seg_a1edc1,3.417817558
seg_a247ac,9.769229713
seg_a25c46,2.922804636
seg_a2986f,7.404540762
seg_a2c108,9.730568685
seg_a2d47d,6.273253311
seg_a2e2c8,3.541113159
seg_a2fd8b,4.050162747
seg_a31d6e,7.615112722
seg_a31fe3,8.393821446
seg_a35c82,7.918630231
seg_a35e7c,9.600374121
seg_a39ebc,3.635012501
seg_a39f3b,6.418699131
seg_a39fa8,9.729922108
seg_a3ab46,4.556020018
seg_a3d4d6,2.899590621
seg_a41c2c,6.37151749
seg_a4208a,4.209839145
seg_a420d4,4.404323641
seg_a436bc,9.309066753
seg_a437cb,3.539351961
seg_a45455,3.943923151
seg_a47cce,7.550102774
seg_a489e1,7.494466123
seg_a49ccc,3.569222844
seg_a4ad7c,9.669826572
seg_a4e745,7.864487822
seg_a50d28,9.639910576
seg_a5271e,2.306493
seg_a53e4c,4.711124356
seg_a543e5,7.975889491
seg_a55540,9.641463287
seg_a55a17,3.468924944
seg_a56c04,4.079073374
seg_a58a6e,3.465914324
seg_a5934a,9.554500043
seg_a5d37f,2.902714652
seg_a5dea6,9.664359603
seg_a5f4dd,4.236897903
seg_a5fbcc,3.922944725
seg_a61e1c,4.173352086
seg_a63573,4.50296217
seg_a674d2,8.692162318
seg_a68007,3.396250532
seg_a68ffb,6.398197605
seg_a69246,9.639970471
seg_a6959c,7.769350589
seg_a6bf91,7.576867147
seg_a6c5cc,2.965713189
seg_a6cd86,4.811285171
seg_a6e801,2.110575815
seg_a6e99c,2.115655102
seg_a6eed3,2.142189034
seg_a704ee,7.580040089
seg_a7561c,2.095494203
seg_a7b454,3.813178515
seg_a7d0eb,5.282428809
seg_a7e49b,5.374986725
seg_a80123,3.541011219
seg_a802fa,7.520016481
seg_a80f6f,6.37176599
seg_a82229,8.190797758
seg_a84c13,4.979334892
seg_a86231,4.160094615
seg_a8685e,7.55649963
seg_a86a05,6.398197605
seg_a87e79,2.281216745
seg_a88097,9.577253451
seg_a88dde,7.574681837
seg_a8bb2f,4.364686749
seg_a8ddf7,3.195392166
seg_a8e6df,3.957473091
seg_a8e71a,3.510764982
seg_a9089b,2.173022336
seg_a91c03,7.570165271
seg_a93a88,8.72924774
seg_a96b47,2.300879467
seg_a975df,2.274685168
seg_a99161,3.980614637
seg_a99799,3.499310626
seg_a99be9,9.598922059
seg_a9a820,3.024449074
seg_a9b957,4.919625332
seg_a9f80e,8.618919343
seg_aa0180,3.385673795
seg_aa1adf,5.292471925
seg_aa508a,2.084550906
seg_aa78e0,6.381486225
seg_aa7a4b,6.402135754
seg_aa98cc,2.084550906
seg_aa9b8e,6.435639009
seg_aaa2ae,2.947249844
seg_aabc52,9.537564475
seg_aae025,8.331994959
seg_ab001b,4.356414337
seg_ab15ad,6.37151749
seg_ab2a78,2.12066138
seg_ab3f14,7.630043957
seg_ab4bca,2.377865065
seg_ab644e,6.345085874
seg_ab70bd,6.399260323
seg_ab9654,9.746930621
seg_aba501,3.165585657
seg_abaad2,8.748318411
seg_abb03a,4.785632097
seg_abb06a,7.589351613
seg_abc5fd,6.418847135
seg_abda04,8.598683352
seg_abeca6,9.58204946
seg_ac45ae,7.803802607
seg_ac5c61,9.35437099
seg_ac68bb,3.238708917
seg_ac9de5,3.148801294
seg_acd715,9.669026106
seg_acf2f4,8.046457586
seg_ad3a44,2.880288165
seg_ad3cf0,4.684550202
seg_ad591c,7.6248097
seg_ad759c,2.785363196
seg_ad82ca,6.37151749
seg_ad949a,3.609220832
seg_ada42c,3.512749809
seg_ada81a,9.609673544
seg_ade769,7.545464629
seg_adf94a,2.186493368
seg_adf986,6.343571249
seg_ae32a6,5.388886983
seg_ae3388,7.509344755
seg_ae3d92,5.037480489
seg_ae42b3,9.730319124
seg_ae9626,2.213155357
seg_ae9761,9.65591412
seg_aec276,9.68833862
seg_aed434,7.459424044
seg_aee7c0,7.944338987
seg_aee9bf,4.193736994
seg_aeeb31,2.163412849
seg_af1650,2.208836699
seg_af2472,2.901610449
seg_af6204,5.382508252
seg_af703b,9.639970471
seg_af959f,8.517531192
seg_afa4a1,7.928130254
seg_afadfb,5.405508457
seg_afca81,2.291223488
seg_afd665,4.998338034
seg_b00f05,6.435058142
seg_b02e31,8.972543809
seg_b03de5,9.56360133
seg_b08e9d,9.68833862
seg_b0a794,2.965299481
seg_b0bf65,2.185781041
seg_b0cf32,9.664990896
seg_b0d251,5.405508457
seg_b0f9cd,7.594738522
seg_b108c9,3.643590008
seg_b13220,2.20267464
seg_b13fb9,6.353291484
seg_b197e2,3.723034363
seg_b1a35c,7.88137399
seg_b1b95e,4.237740574
seg_b1fea8,2.93310959
seg_b20487,9.638217174
seg_b21273,5.365535117
seg_b23489,3.054240784
seg_b253ee,2.745934177
seg_b25dde,2.100092546
seg_b26368,2.644427193
seg_b284b2,2.244862345
seg_b291c0,3.707452722
seg_b2b29d,7.793122358
seg_b2b331,3.745854656
seg_b2e045,3.466838723
seg_b31961,3.545772162
seg_b32d1d,3.433108257
seg_b35174,2.089199501
seg_b36650,3.980461148
seg_b36c8a,2.896574442
seg_b378bc,2.177552389
seg_b3883e,6.37151749
seg_b3cf21,4.508639148
seg_b3d886,3.111162992
seg_b402ac,6.381486225
seg_b41d3c,4.038174195
seg_b42170,2.880288165
seg_b4402d,9.738994084
seg_b44c2e,8.000830111
seg_b47c19,4.448505553
seg_b4c040,2.122743799
seg_b4cb44,8.59726953
seg_b4f7a8,4.900357081
seg_b50239,2.165103427
seg_b51380,9.770040603
seg_b51b7c,4.622845053
seg_b52710,3.831510007
seg_b52add,9.684646627
seg_b52dac,5.211286796
seg_b54024,2.751403967
seg_b568c6,7.80114877
seg_b57e76,5.396140126
seg_b5804a,2.809090976
seg_b58542,3.908294258
seg_b5a447,6.425670274
seg_b5aee9,5.275199703
seg_b6254c,2.85960282
seg_b63de1,2.173022336
seg_b64c9c,7.893598962
seg_b66b87,3.559260216
seg_b686e5,2.182249226
seg_b687fc,3.048876709
seg_b691c5,2.246192745
seg_b69455,9.178083235
seg_b695b3,3.880620221
seg_b6bdaa,6.4088784
seg_b6c10d,6.392415519
seg_b6cb2b,3.1509173
seg_b72413,7.490686764
seg_b735a5,7.567554953
seg_b77bf5,9.640953983
seg_b782c7,8.169578608
seg_b78883,9.711327499
seg_b7a8a1,4.894758136
seg_b7b098,2.702854736
seg_b7da0a,3.755881181
seg_b7eeb6,5.423734463
seg_b80358,8.635902588
seg_b80366,7.440433504
seg_b80b89,4.211371634
seg_b8141c,3.358853813
seg_b853c1,8.303314428
seg_b853f8,4.387654322
seg_b86ce1,4.236346033
seg_b8725b,2.620867679
seg_b8745c,9.541974835
seg_b87cf5,8.787287968
seg_b88baa,7.586194075
seg_b89218,9.699698969
seg_b89e47,2.244047151
seg_b8b72f,2.368671303
seg_b8bb87,9.692309585
seg_b8fd73,9.676689063
seg_b91011,5.407112989
seg_b917b5,6.37151749
seg_b91ae2,3.032096855
seg_b9361a,4.330566643
seg_b9365c,2.089199501
seg_b947ae,3.205920193
seg_b95010,2.274553546
seg_b95a77,8.654140817
seg_b9619c,5.344499688
seg_b9ad7f,4.281383116
seg_b9bdd7,3.811345378
seg_b9d8a0,7.553553683
seg_b9de03,3.302368011
seg_b9ec4b,4.102553144
seg_ba0485,8.691237881
seg_ba1d68,3.582939399
seg_ba2c48,2.877239802
seg_ba3c47,2.119023765
seg_ba3e74,2.26560973
seg_ba4ea3,9.611514481
seg_ba5e7e,3.26659186
seg_ba83da,4.2898641
seg_ba941e,8.340142738
seg_ba98dc,2.124101331
seg_ba9dbf,3.837412232
seg_baa745,6.398197605
seg_bb171f,7.687832537
seg_bb180c,3.827623122
seg_bb2d77,2.21528626
seg_bb5e15,2.175316968
seg_bb6904,2.216097084
seg_bb6fcb,6.345085874
seg_bb92b1,6.353291484
seg_bbb01e,7.484427743
seg_bbbc30,3.500817202
seg_bbf805,3.527152146
seg_bbfd4e,9.740361166
seg_bc07c8,2.173022336
seg_bc1d67,6.461443177
seg_bc2186,7.525638072
seg_bc437b,9.240739907
seg_bca500,5.407112989
seg_bcc8f1,7.628798033
seg_bce23c,6.37889413
seg_bce305,4.782933241
seg_bcf2d9,4.549785321
seg_bcf6af,6.398197605
seg_bcfad6,4.379773537
seg_bd00c4,7.513678239
seg_bd2b0c,4.254561781
seg_bd31bf,6.365735404
seg_bd40f2,8.593096822
seg_bd4d30,4.310454334
seg_bd5022,2.084501569
seg_bd629b,4.324050146
seg_bd6f5f,9.639454577
seg_bd7109,5.05387402
seg_bdae02,9.720918316
seg_bdf84b,4.397298144
seg_be0cdc,3.145701321
seg_be0dfa,7.618909128
seg_be19e2,7.621508024
seg_be30ce,4.987089878
seg_be4612,8.631341553
seg_be62ef,5.396592773
seg_be65f2,3.127645057
seg_be811d,2.1755675
seg_beb650,6.418699131
seg_beda44,5.126076587
seg_bee792,6.37151749
seg_bf1294,2.095538674
seg_bf1430,5.365886778
seg_bf1a72,3.42424807
seg_bf2d1f,9.631141671
seg_bf4bf2,2.158764254
seg_bf4ec0,6.38822887
seg_bf58ce,7.558845072
seg_bf7224,3.449681301
seg_bfdd14,2.084550906
seg_bfe0b6,9.679265587
seg_bff05e,8.793001425
seg_bff392,2.923129207
seg_c01a57,2.779912339
seg_c01d9a,9.598922059
seg_c01f63,8.719745509
seg_c0260d,6.354420615
seg_c047b7,3.580654888
seg_c05a7d,8.778010491
seg_c07b7c,4.364914184
seg_c08d36,4.47557679
seg_c09a41,3.876766985
seg_c0c0ed,6.357478133
seg_c0d7da,2.876710907
seg_c0e1b9,4.276329208
seg_c0ea9f,4.925106828
seg_c106ca,3.957498827
seg_c10a58,8.573012861
seg_c11828,2.174758299
seg_c11a4f,2.225487744
seg_c12d7d,9.723850633
seg_c146a8,5.332621294
seg_c15d21,7.453828055
seg_c17817,2.207237143
seg_c179f8,5.066114862
seg_c183e4,3.816566152
seg_c186dc,3.374167156
seg_c18d5a,4.011849275
seg_c1fe9a,2.826722146
seg_c20a27,4.960775297
seg_c20c06,2.125309975
seg_c21723,3.2640285
seg_c21d60,6.361797255
seg_c22bd4,9.30491467
seg_c23429,3.91793214
seg_c23641,3.826594137
seg_c243a6,2.089199501
seg_c24946,3.052566321
seg_c25855,9.57156272
seg_c267a5,3.429432674
seg_c26fb4,2.243500263
seg_c27591,3.1272609
seg_c2a0c8,5.337126285
seg_c2b8f7,4.979646927
seg_c3507f,4.44914658
seg_c35940,3.033598222
seg_c365de,2.089199501
seg_c3836b,3.540904927
seg_c3f672,7.656575281
seg_c3f8d7,3.900280006
seg_c41d1d,3.9939243
